"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
量,12973,276.96,4.113,4411,70.66,3.6445
首,12927,275.98,4.1115,4153,66.52,3.6184
改,12916,275.74,4.1111,4569,73.19,3.6598
忘,12906,275.53,4.1108,4727,75.72,3.6746
术,12844,274.2,4.1087,3617,57.94,3.5583
局,12836,274.03,4.1084,3669,58.77,3.5645
客,12810,273.48,4.1075,4261,68.25,3.6295
假,12808,273.44,4.1075,4414,70.7,3.6448
永,12756,272.32,4.1057,4446,71.22,3.648
维,12745,272.09,4.1053,2916,46.71,3.4648
岁,12744,272.07,4.1053,4106,65.77,3.6134
据,12730,271.77,4.1048,3905,62.55,3.5916
派,12704,271.21,4.1039,3801,60.88,3.5799
票,12689,270.89,4.1034,2879,46.12,3.4592
兰,12472,266.26,4.0959,2504,40.11,3.3986
恶,12445,265.69,4.095,4158,66.6,3.6189
烦,12442,265.62,4.0949,4634,74.23,3.666
取,12409,264.92,4.0937,4588,73.49,3.6616
游,12371,264.11,4.0924,3874,62.05,3.5882
糟,12328,263.19,4.0909,4485,71.84,3.6518
令,12327,263.17,4.0909,3942,63.14,3.5957
随,12248,261.48,4.0881,4766,76.34,3.6782
五,12246,261.44,4.088,3931,62.97,3.5945
圣,12173,259.88,4.0854,2880,46.13,3.4594
式,12142,259.22,4.0843,4521,72.42,3.6552
探,12125,258.85,4.0837,2918,46.74,3.4651
嘴,12089,258.09,4.0824,4167,66.75,3.6198
毒,12056,257.38,4.0812,2944,47.16,3.4689
越,12031,256.85,4.0803,3648,58.43,3.5621
律,12028,256.78,4.0802,3042,48.73,3.4832
费,12016,256.53,4.0798,4257,68.19,3.6291
科,11967,255.48,4.078,3194,51.16,3.5043
麻,11963,255.4,4.0778,4335,69.44,3.637
简,11953,255.18,4.0775,4495,72,3.6527
易,11949,255.1,4.0773,4346,69.61,3.6381
流,11946,255.03,4.0772,4331,69.37,3.6366
治,11940,254.9,4.077,3437,55.05,3.5362
唱,11922,254.52,4.0763,2232,35.75,3.3487
答,11907,254.2,4.0758,4404,70.54,3.6438
倒,11875,253.52,4.0746,4483,71.81,3.6516
划,11871,253.43,4.0745,3992,63.94,3.6012
控,11866,253.32,4.0743,3948,63.24,3.5964
味,11803,251.98,4.072,4466,71.54,3.6499
区,11770,251.28,4.0708,3924,62.85,3.5937
漂,11710,249.99,4.0686,3995,63.99,3.6015
支,11697,249.72,4.0681,3983,63.8,3.6002
乎,11683,249.42,4.0676,4473,71.65,3.6506
录,11647,248.65,4.0662,3623,58.03,3.5591
考,11613,247.92,4.0649,4125,66.07,3.6154
超,11589,247.41,4.064,3833,61.4,3.5835
拍,11578,247.18,4.0636,2907,46.56,3.4634
轻,11563,246.86,4.0631,4417,70.75,3.6451
连,11517,245.87,4.0613,4484,71.82,3.6517
往,11516,245.85,4.0613,4269,68.38,3.6303
组,11486,245.21,4.0602,3398,54.43,3.5312
满,11463,244.72,4.0593,4554,72.95,3.6584
造,11461,244.68,4.0592,4064,65.1,3.609
弹,11460,244.66,4.0592,2815,45.09,3.4495
静,11447,244.38,4.0587,4110,65.83,3.6138
故,11435,244.12,4.0582,4136,66.25,3.6166
吸,11420,243.8,4.0577,3718,59.55,3.5703
喂,11416,243.72,4.0575,3098,49.62,3.4911
集,11403,243.44,4.057,5004,80.15,3.6993
极,11391,243.18,4.0566,4108,65.8,3.6136
讲,11383,243.01,4.0563,3926,62.89,3.594
块,11381,242.97,4.0562,3795,60.79,3.5792
趣,11378,242.91,4.0561,4309,69.02,3.6344
类,11326,241.8,4.0541,3929,62.93,3.5943
呀,11309,241.43,4.0534,2560,41.01,3.4082
戏,11294,241.11,4.0528,3737,59.86,3.5725
曾,11274,240.69,4.0521,4302,68.91,3.6337
容,11265,240.49,4.0517,4542,72.75,3.6572
步,11260,240.39,4.0515,4035,64.63,3.6058
投,11258,240.34,4.0515,3012,48.25,3.4789
化,11248,240.13,4.0511,4087,65.47,3.6114
未,11246,240.09,4.051,4069,65.18,3.6095
束,11221,239.55,4.05,4420,70.8,3.6454
醒,11156,238.17,4.0475,4004,64.14,3.6025
威,11142,237.87,4.047,3358,53.79,3.5261
班,11120,237.4,4.0461,3608,57.79,3.5573
终,11114,237.27,4.0459,4459,71.42,3.6492
差,11112,237.23,4.0458,4558,73.01,3.6588
梦,11083,236.61,4.0447,3433,54.99,3.5357
赢,11052,235.95,4.0434,3021,48.39,3.4802
药,11037,235.63,4.0429,3189,51.08,3.5037
迪,11033,235.54,4.0427,1687,27.02,3.2271
店,11021,235.28,4.0422,3434,55.01,3.5358
丽,11004,234.92,4.0416,2460,39.4,3.3909
卖,10993,234.69,4.0411,3569,57.17,3.5525
显,10978,234.37,4.0405,4352,69.71,3.6387
监,10947,233.71,4.0393,3250,52.06,3.5119
图,10910,232.92,4.0378,3770,60.39,3.5763
半,10910,232.92,4.0378,4341,69.53,3.6376
语,10813,230.84,4.0339,3660,58.63,3.5635
付,10729,229.05,4.0306,4134,66.22,3.6164
热,10701,228.45,4.0294,3952,63.3,3.5968
排,10684,228.09,4.0287,4047,64.82,3.6071
楚,10683,228.07,4.0287,4307,68.99,3.6342
偷,10591,226.1,4.0249,3468,55.55,3.5401
敢,10588,226.04,4.0248,4394,70.38,3.6429
油,10553,225.29,4.0234,3172,50.81,3.5013
餐,10547,225.17,4.0231,3567,57.14,3.5523
破,10541,225.04,4.0229,4208,67.4,3.6241
莱,10510,224.38,4.0216,1734,27.78,3.239
杯,10466,223.44,4.0198,3556,56.96,3.551
市,10453,223.16,4.0192,3571,57.2,3.5528
城,10406,222.16,4.0173,3482,55.77,3.5418
哇,10366,221.3,4.0156,3251,52.07,3.512
权,10283,219.53,4.0121,3515,56.3,3.5459
某,10247,218.76,4.0106,4129,66.14,3.6158
激,10237,218.55,4.0102,4107,65.79,3.6135
立,10194,217.63,4.0083,3980,63.75,3.5999
程,10184,217.42,4.0079,3989,63.9,3.6009
伊,10181,217.35,4.0078,1532,24.54,3.1853
讨,10151,216.71,4.0065,4152,66.51,3.6183
责,10100,215.62,4.0043,3928,62.92,3.5942
昨,10063,214.83,4.0027,3799,60.85,3.5797
闭,10059,214.75,4.0026,3749,60.05,3.5739
庭,10044,214.43,4.0019,3197,51.21,3.5047
落,10041,214.36,4.0018,3666,58.72,3.5642
饭,10037,214.28,4.0016,3683,58.99,3.5662
林,9991,213.3,3.9996,2512,40.24,3.4
换,9989,213.25,3.9995,4159,66.62,3.619
及,9979,213.04,3.9991,4072,65.23,3.6098
船,9979,213.04,3.9991,1838,29.44,3.2643
争,9959,212.61,3.9982,3469,55.57,3.5402
猜,9953,212.48,3.998,3881,62.17,3.5889
洛,9950,212.42,3.9978,2091,33.49,3.3204
级,9893,211.2,3.9953,3733,59.79,3.5721
姆,9868,210.67,3.9942,1628,26.08,3.2117
雷,9848,210.24,3.9933,1653,26.48,3.2183
刻,9844,210.16,3.9932,4038,64.68,3.6062
建,9772,208.62,3.99,3881,62.17,3.5889
团,9748,208.11,3.9889,3384,54.2,3.5294
王,9733,207.79,3.9882,2338,37.45,3.3688
惊,9696,207,3.9866,4110,65.83,3.6138
迎,9589,204.71,3.9818,3464,55.49,3.5396
段,9577,204.46,3.9812,4069,65.18,3.6095
标,9572,204.35,3.981,3543,56.75,3.5494
检,9493,202.66,3.9774,3111,49.83,3.4929
各,9490,202.6,3.9773,3359,53.8,3.5262
义,9488,202.56,3.9772,3864,61.89,3.587
百,9469,202.15,3.9763,3420,54.78,3.534
民,9468,202.13,3.9763,2882,46.16,3.4597
功,9452,201.79,3.9755,3833,61.4,3.5835
唯,9451,201.77,3.9755,4282,68.59,3.6316
夜,9438,201.49,3.9749,3703,59.31,3.5686
示,9413,200.96,3.9737,3948,63.24,3.5964
靠,9411,200.91,3.9736,3918,62.76,3.5931
释,9356,199.74,3.9711,3826,61.28,3.5827
脸,9350,199.61,3.9708,3804,60.93,3.5802
引,9297,198.48,3.9683,3908,62.6,3.592
择,9266,197.82,3.9669,3751,60.08,3.5741
疑,9259,197.67,3.9666,3685,59.03,3.5664
赶,9252,197.52,3.9662,3989,63.9,3.6009
俩,9242,197.31,3.9658,3542,56.74,3.5492
独,9203,196.47,3.9639,3906,62.57,3.5917
冷,9199,196.39,3.9637,3680,58.95,3.5658
妹,9193,196.26,3.9635,2270,36.36,3.356
楼,9176,195.9,3.9627,3251,52.07,3.512
皮,9160,195.55,3.9619,3182,50.97,3.5027
存,9155,195.45,3.9617,3669,58.77,3.5645
练,9125,194.81,3.9602,2695,43.17,3.4306
娘,9115,194.59,3.9598,3046,48.79,3.4837
顿,9106,194.4,3.9593,2738,43.86,3.4374
断,9088,194.02,3.9585,3966,63.53,3.5984
设,9056,193.33,3.9569,3473,55.63,3.5407
松,9051,193.23,3.9567,3698,59.23,3.568
博,9033,192.84,3.9558,2070,33.16,3.316
置,9009,192.33,3.9547,3777,60.5,3.5771
逃,9009,192.33,3.9547,3330,53.34,3.5224
观,8971,191.52,3.9528,3496,56,3.5436
痛,8963,191.35,3.9525,3611,57.84,3.5576
狂,8951,191.09,3.9519,3777,60.5,3.5771
足,8917,190.37,3.9502,4092,65.55,3.6119
码,8906,190.13,3.9497,3244,51.96,3.5111
恐,8905,190.11,3.9496,3576,57.28,3.5534
吉,8890,189.79,3.9489,1813,29.04,3.2584
历,8856,189.06,3.9472,3580,57.34,3.5539
慢,8810,188.08,3.945,3115,49.9,3.4935
妻,8809,188.06,3.9449,2994,47.96,3.4763
山,8779,187.42,3.9434,2648,42.42,3.4229
普,8777,187.38,3.9433,2692,43.12,3.4301
价,8767,187.16,3.9429,3598,57.63,3.5561
元,8765,187.12,3.9428,2746,43.99,3.4387
角,8735,186.48,3.9413,3624,58.05,3.5592
怀,8726,186.29,3.9408,3636,58.24,3.5606
床,8706,185.86,3.9398,3350,53.66,3.525
奥,8689,185.5,3.939,1701,27.25,3.2307
模,8644,184.54,3.9367,2728,43.7,3.4358
验,8642,184.5,3.9366,3225,51.66,3.5085
索,8632,184.28,3.9361,2778,44.5,3.4437
街,8599,183.58,3.9344,3113,49.86,3.4932
艾,8577,183.11,3.9333,1227,19.65,3.0888
呼,8561,182.77,3.9325,3524,56.45,3.547
祝,8531,182.13,3.931,3539,56.69,3.5489
料,8527,182.04,3.9308,3653,58.51,3.5626
休,8504,181.55,3.9296,3614,57.89,3.558
灵,8472,180.87,3.928,2941,47.11,3.4685
狱,8440,180.18,3.9263,2651,42.46,3.4234
剧,8407,179.48,3.9246,2716,43.5,3.4339
乱,8384,178.99,3.9235,3862,61.86,3.5868
展,8372,178.73,3.9228,3512,56.26,3.5456
板,8354,178.35,3.9219,3278,52.51,3.5156
承,8322,177.66,3.9202,3708,59.39,3.5691
则,8312,177.45,3.9197,3735,59.83,3.5723
顾,8298,177.15,3.919,3735,59.83,3.5723
深,8271,176.58,3.9176,3725,59.67,3.5711
产,8264,176.43,3.9172,3345,53.58,3.5244
洗,8220,175.49,3.9149,3333,53.39,3.5228
政,8186,174.76,3.9131,2546,40.78,3.4059
迷,8172,174.46,3.9123,3516,56.32,3.546
领,8170,174.42,3.9122,3231,51.75,3.5093
午,8167,174.36,3.9121,3507,56.17,3.5449
纳,8151,174.01,3.9112,2009,32.18,3.303
谎,8144,173.86,3.9108,3142,50.33,3.4972
具,8138,173.74,3.9105,3540,56.7,3.549
退,8121,173.37,3.9096,3318,53.15,3.5209
福,8073,172.35,3.907,2784,44.59,3.4447
习,8048,171.81,3.9057,3405,54.54,3.5321
秘,8043,171.71,3.9054,3236,51.83,3.51
奶,8037,171.58,3.9051,2250,36.04,3.3522
遇,8029,171.41,3.9047,3740,59.91,3.5729
职,8028,171.39,3.9046,3292,52.73,3.5175
架,8023,171.28,3.9043,3150,50.46,3.4983
即,8012,171.05,3.9037,3733,59.79,3.5721
挺,8004,170.88,3.9033,3446,55.2,3.5373
史,8002,170.83,3.9032,2553,40.89,3.4071
负,7980,170.36,3.902,3629,58.13,3.5598
千,7954,169.81,3.9006,3234,51.8,3.5097
脱,7945,169.62,3.9001,3645,58.39,3.5617
瑞,7937,169.45,3.8997,1207,19.33,3.0817
背,7930,169.3,3.8993,3635,58.23,3.5605
仅,7927,169.23,3.8991,3005,48.13,3.4778
追,7908,168.83,3.8981,3369,53.96,3.5275
伦,7904,168.74,3.8978,1839,29.46,3.2646
炸,7886,168.36,3.8969,2121,33.97,3.3265
资,7880,168.23,3.8965,3164,50.68,3.5002
画,7877,168.16,3.8964,2385,38.2,3.3775
踪,7876,168.14,3.8963,2631,42.14,3.4201
射,7866,167.93,3.8958,2572,41.2,3.4103
弃,7845,167.48,3.8946,3495,55.98,3.5434
傻,7842,167.42,3.8944,3381,54.16,3.529
藏,7826,167.08,3.8935,3243,51.95,3.5109
屁,7805,166.63,3.8924,2701,43.26,3.4315
瞧,7800,166.52,3.8921,2578,41.29,3.4113
修,7799,166.5,3.892,2885,46.21,3.4601
尸,7786,166.22,3.8913,2176,34.86,3.3377
闻,7786,166.22,3.8913,3254,52.12,3.5124
共,7769,165.86,3.8904,3605,57.74,3.5569
懂,7758,165.62,3.8897,3374,54.04,3.5281
蒂,7727,164.96,3.888,1187,19.01,3.0745
危,7715,164.71,3.8873,3390,54.3,3.5302
专,7712,164.64,3.8872,3526,56.48,3.5473
呆,7712,164.64,3.8872,3296,52.8,3.518
介,7696,164.3,3.8863,3610,57.82,3.5575
萨,7690,164.17,3.8859,1870,29.95,3.2718
魔,7645,163.21,3.8834,2101,33.65,3.3224
急,7604,162.34,3.881,3539,56.69,3.5489
碰,7601,162.27,3.8809,3551,56.88,3.5504
甚,7600,162.25,3.8808,3647,58.42,3.5619
糕,7583,161.89,3.8798,3316,53.12,3.5206
苦,7563,161.46,3.8787,3390,54.3,3.5302
念,7530,160.76,3.8768,3418,54.75,3.5338
适,7527,160.69,3.8766,3617,57.94,3.5583
华,7527,160.69,3.8766,2428,38.89,3.3852
冲,7521,160.56,3.8763,3232,51.77,3.5095
骗,7521,160.56,3.8763,3183,50.99,3.5028
厌,7519,160.52,3.8762,3429,54.93,3.5352
型,7502,160.16,3.8752,3126,50.07,3.495
麦,7500,160.12,3.8751,1630,26.11,3.2122
似,7493,159.97,3.8747,3653,58.51,3.5626
红,7485,159.8,3.8742,3015,48.29,3.4793
值,7459,159.24,3.8727,3617,57.94,3.5583
脚,7454,159.13,3.8724,3315,53.1,3.5205
六,7439,158.81,3.8715,3167,50.73,3.5006
谋,7434,158.71,3.8712,2505,40.12,3.3988
套,7409,158.17,3.8698,3376,54.08,3.5284
凯,7371,157.36,3.8675,1051,16.83,3.0216
众,7370,157.34,3.8675,2810,45.01,3.4487
预,7358,157.08,3.8668,3293,52.75,3.5176
际,7355,157.02,3.8666,3334,53.4,3.523
咱,7352,156.96,3.8664,1727,27.66,3.2373
波,7341,156.72,3.8658,2154,34.5,3.3332
卫,7327,156.42,3.8649,2498,40.01,3.3976
聊,7323,156.34,3.8647,3022,48.41,3.4803
养,7312,156.1,3.864,3148,50.42,3.498
导,7275,155.31,3.8618,3089,49.48,3.4898
虑,7270,155.21,3.8615,3425,54.86,3.5347
私,7253,154.84,3.8605,3390,54.3,3.5302
戴,7245,154.67,3.86,2517,40.32,3.4009
毁,7225,154.24,3.8588,3193,51.15,3.5042
鱼,7224,154.22,3.8588,2253,36.09,3.3528
滚,7213,153.99,3.8581,2776,44.47,3.4434
志,7203,153.78,3.8575,2730,43.73,3.4362
杂,7200,153.71,3.8573,3053,48.9,3.4847
居,7197,153.65,3.8572,3364,53.88,3.5269
词,7178,153.24,3.856,2902,46.48,3.4627
食,7168,153.03,3.8554,3036,48.63,3.4823
诺,7138,152.39,3.8536,2116,33.89,3.3255
读,7138,152.39,3.8536,2915,46.69,3.4646
误,7098,151.53,3.8511,3484,55.81,3.5421
撒,7095,151.47,3.851,2856,45.75,3.4558
突,7044,150.38,3.8478,3541,56.72,3.5491
牛,7043,150.36,3.8478,2611,41.82,3.4168
馆,7030,150.08,3.847,2583,41.37,3.4121
规,7030,150.08,3.847,3128,50.1,3.4953
陪,7005,149.55,3.8454,3000,48.05,3.4771
州,6997,149.38,3.8449,2417,38.72,3.3833
肉,6996,149.36,3.8448,2890,46.29,3.4609
形,6994,149.31,3.8447,3268,52.35,3.5143
耶,6967,148.74,3.843,1984,31.78,3.2975
凶,6967,148.74,3.843,1827,29.26,3.2617
森,6955,148.48,3.8423,1687,27.02,3.2271
商,6928,147.9,3.8406,3092,49.53,3.4902
纪,6916,147.65,3.8399,3060,49.01,3.4857
浪,6911,147.54,3.8395,3082,49.37,3.4888
石,6896,147.22,3.8386,2320,37.16,3.3655
顺,6884,146.96,3.8378,3621,58,3.5588
举,6853,146.3,3.8359,3252,52.09,3.5122
按,6831,145.83,3.8345,3244,51.96,3.5111
旅,6759,144.3,3.8299,2723,43.62,3.435
努,6731,143.7,3.8281,3101,49.67,3.4915
坚,6717,143.4,3.8272,3304,52.92,3.519
测,6709,143.23,3.8267,2622,42,3.4186
免,6707,143.19,3.8265,2975,47.65,3.4735
喔,6700,143.04,3.8261,1527,24.46,3.1838
丝,6698,142.99,3.8259,2119,33.94,3.3261
辆,6671,142.42,3.8242,2451,39.26,3.3893
乔,6652,142.01,3.823,975,15.62,2.989
防,6640,141.76,3.8222,2769,44.35,3.4423
句,6640,141.76,3.8222,3467,55.53,3.54
印,6629,141.52,3.8214,2844,45.56,3.4539
恋,6628,141.5,3.8214,2308,36.97,3.3632
玛,6597,140.84,3.8193,1277,20.45,3.1062
弗,6595,140.8,3.8192,1092,17.49,3.0382
季,6585,140.58,3.8186,3829,61.33,3.5831
严,6568,140.22,3.8174,3450,55.26,3.5378
推,6553,139.9,3.8164,3138,50.26,3.4967
伯,6525,139.3,3.8146,1421,22.76,3.1526
莉,6520,139.19,3.8142,749,12,2.8745
武,6516,139.11,3.814,2026,32.45,3.3066
胜,6512,139.02,3.8137,2516,40.3,3.4007
毛,6487,138.49,3.812,2867,45.92,3.4574
压,6483,138.4,3.8118,3051,48.87,3.4844
败,6462,137.96,3.8104,2819,45.15,3.4501
究,6461,137.93,3.8103,2885,46.21,3.4601
评,6455,137.81,3.8099,1940,31.07,3.2878
屋,6385,136.31,3.8052,2805,44.93,3.4479
双,6381,136.23,3.8049,3073,49.22,3.4876
牙,6365,135.88,3.8038,2412,38.64,3.3824
斗,6328,135.1,3.8013,2421,38.78,3.384
鸡,6321,134.95,3.8008,2270,36.36,3.356
审,6285,134.18,3.7983,1853,29.68,3.2679
南,6276,133.98,3.7977,2137,34.23,3.3298
速,6275,133.96,3.7976,2771,44.39,3.4426
蠢,6273,133.92,3.7975,2983,47.78,3.4747
丈,6238,133.17,3.795,2281,36.54,3.3581
守,6235,133.11,3.7948,2912,46.64,3.4642
获,6234,133.09,3.7948,2954,47.32,3.4704
八,6222,132.83,3.7939,2982,47.77,3.4745
致,6199,132.34,3.7923,3135,50.22,3.4962
细,6194,132.23,3.792,3146,50.39,3.4978
勒,6193,132.21,3.7919,1548,24.8,3.1898
称,6188,132.11,3.7916,3222,51.61,3.5081
塔,6158,131.47,3.7894,1510,24.19,3.179
丢,6145,131.19,3.7885,3108,49.78,3.4925
冰,6145,131.19,3.7885,2393,38.33,3.3789
态,6133,130.93,3.7877,3124,50.04,3.4947
吓,6127,130.8,3.7872,3159,50.6,3.4995
古,6114,130.53,3.7863,2330,37.32,3.3674
亡,6086,129.93,3.7843,2549,40.83,3.4064
状,6080,129.8,3.7839,2974,47.64,3.4733
鲁,6037,128.88,3.7808,1570,25.15,3.1959
疗,6031,128.75,3.7804,2101,33.65,3.3224
操,6027,128.67,3.7801,2147,34.39,3.3318
遗,5967,127.39,3.7758,2963,47.46,3.4717
判,5960,127.24,3.7752,2391,38.3,3.3786
响,5955,127.13,3.7749,3163,50.66,3.5001
网,5948,126.98,3.7744,2424,38.83,3.3845
箱,5936,126.73,3.7735,2454,39.31,3.3899
货,5929,126.58,3.773,2493,39.93,3.3967
围,5906,126.09,3.7713,3199,51.24,3.505
签,5898,125.92,3.7707,2456,39.34,3.3902
牌,5872,125.36,3.7688,2453,39.29,3.3897
户,5836,124.59,3.7661,2504,40.11,3.3986
寻,5832,124.51,3.7658,3015,48.29,3.4793
质,5831,124.48,3.7657,2698,43.22,3.431
供,5801,123.84,3.7635,2865,45.89,3.4571
奖,5791,123.63,3.7628,2201,35.26,3.3426
袋,5787,123.55,3.7625,2741,43.91,3.4379
胡,5787,123.55,3.7625,2648,42.42,3.4229
脏,5786,123.52,3.7624,2507,40.16,3.3992
堂,5777,123.33,3.7617,2408,38.57,3.3817
曼,5771,123.2,3.7613,1386,22.2,3.1418
效,5768,123.14,3.761,2978,47.7,3.4739
露,5762,123.01,3.7606,2682,42.96,3.4285
替,5759,122.95,3.7603,2859,45.8,3.4562
娜,5756,122.88,3.7601,925,14.82,2.9661
座,5753,122.82,3.7599,2733,43.78,3.4366
园,5748,122.71,3.7595,2335,37.4,3.3683
拥,5738,122.5,3.7588,2956,47.35,3.4707
睛,5729,122.31,3.7581,2783,44.58,3.4445
冒,5729,122.31,3.7581,3128,50.1,3.4953
甜,5726,122.24,3.7579,2432,38.96,3.386
股,5724,122.2,3.7577,2489,39.87,3.396
香,5724,122.2,3.7577,2395,38.36,3.3793
笔,5687,121.41,3.7549,2641,42.3,3.4218
沙,5683,121.33,3.7546,2202,35.27,3.3428
扰,5673,121.11,3.7538,3020,48.37,3.48
挑,5673,121.11,3.7538,2543,40.73,3.4053
姑,5640,120.41,3.7513,2143,34.33,3.331
爆,5612,119.81,3.7491,2213,35.45,3.345
镇,5601,119.57,3.7483,2096,33.57,3.3214
暴,5596,119.47,3.7479,2745,43.97,3.4385
困,5538,118.23,3.7434,3018,48.34,3.4797
项,5537,118.21,3.7433,2441,39.1,3.3876
概,5532,118.1,3.7429,2937,47.04,3.4679
摩,5516,117.76,3.7416,1726,27.65,3.237
虽,5507,117.57,3.7409,3018,48.34,3.4797
纽,5492,117.25,3.7397,1729,27.7,3.2378
享,5485,117.1,3.7392,2894,46.36,3.4615
配,5475,116.88,3.7384,2836,45.43,3.4527
迹,5466,116.69,3.7377,2504,40.11,3.3986
登,5456,116.48,3.7369,2163,34.65,3.3351
诞,5446,116.27,3.7361,1280,20.5,3.1072
竟,5425,115.82,3.7344,2934,47,3.4675
叔,5419,115.69,3.7339,1102,17.65,3.0422
捕,5410,115.5,3.7332,2322,37.19,3.3659
赌,5398,115.24,3.7322,2151,34.45,3.3326
阻,5382,114.9,3.7309,2686,43.02,3.4291
彩,5381,114.88,3.7309,2196,35.18,3.3416
搬,5365,114.54,3.7296,2351,37.66,3.3713
属,5358,114.39,3.729,2835,45.41,3.4526
招,5342,114.05,3.7277,2963,47.46,3.4717
婆,5323,113.64,3.7262,2070,33.16,3.316
巧,5321,113.6,3.726,2676,42.86,3.4275
骨,5311,113.38,3.7252,2149,34.42,3.3322
塞,5309,113.34,3.725,1986,31.81,3.298
剩,5308,113.32,3.7249,2940,47.09,3.4683
酷,5303,113.21,3.7245,2527,40.48,3.4026
啡,5293,113,3.7237,2224,35.62,3.3471
课,5285,112.83,3.723,2073,33.21,3.3166
烟,5276,112.64,3.7223,2085,33.4,3.3191
摄,5261,112.32,3.7211,1720,27.55,3.2355
封,5258,112.25,3.7208,2348,37.61,3.3707
咖,5252,112.12,3.7203,2205,35.32,3.3434
低,5249,112.06,3.7201,2871,45.99,3.458
技,5233,111.72,3.7188,2455,39.32,3.3901
迟,5227,111.59,3.7183,2800,44.85,3.4472
纸,5221,111.46,3.7178,2486,39.82,3.3955
烧,5192,110.84,3.7153,2325,37.24,3.3664
委,5183,110.65,3.7146,1420,22.75,3.1523
暗,5176,110.5,3.714,2561,41.02,3.4084
左,5160,110.16,3.7126,2484,39.79,3.3952
输,5154,110.03,3.7121,2263,36.25,3.3547
曲,5121,109.33,3.7094,1939,31.06,3.2876
仍,5117,109.24,3.709,2687,43.04,3.4293
训,5113,109.16,3.7087,2258,36.17,3.3537
借,5113,109.16,3.7087,2775,44.45,3.4433
扔,5106,109.01,3.7081,2558,40.97,3.4079
善,5091,108.69,3.7068,2459,39.39,3.3908
社,5084,108.54,3.7062,2301,36.86,3.3619
轮,5082,108.49,3.706,2450,39.24,3.3892
顶,5080,108.45,3.7059,2608,41.77,3.4163
聪,5073,108.3,3.7053,2712,43.44,3.4333
秀,5062,108.07,3.7043,1832,29.34,3.2629
刀,4999,106.72,3.6989,1946,31.17,3.2891
莫,4987,106.47,3.6978,1457,23.34,3.1635
腿,4983,106.38,3.6975,2331,37.34,3.3675
族,4959,105.87,3.6954,1791,28.69,3.2531
鞋,4954,105.76,3.695,1958,31.36,3.2918
兵,4945,105.57,3.6942,1377,22.06,3.1389
锁,4940,105.46,3.6937,2372,37.99,3.3751
妮,4937,105.4,3.6935,776,12.43,2.8899
异,4933,105.31,3.6931,2572,41.2,3.4103
誓,4929,105.23,3.6928,2586,41.42,3.4126
树,4925,105.14,3.6924,1935,30.99,3.2867
木,4924,105.12,3.6923,1858,29.76,3.269
抢,4907,104.76,3.6908,2171,34.77,3.3367
档,4903,104.67,3.6905,2156,34.53,3.3336
雇,4898,104.57,3.69,2043,32.72,3.3103
广,4896,104.52,3.6898,2021,32.37,3.3056
丹,4890,104.4,3.6893,899,14.4,2.9538
银,4885,104.29,3.6889,1700,27.23,3.2304
镜,4884,104.27,3.6888,2163,34.65,3.3351
群,4880,104.18,3.6884,2586,41.42,3.4126
坦,4880,104.18,3.6884,1968,31.52,3.294
汉,4874,104.05,3.6879,1677,26.86,3.2245
土,4871,103.99,3.6876,2067,33.11,3.3153
短,4871,103.99,3.6876,2593,41.53,3.4138
伴,4854,103.63,3.6861,2410,38.6,3.382
播,4854,103.63,3.6861,1887,30.23,3.2758
环,4848,103.5,3.6856,2314,37.07,3.3644
恨,4848,103.5,3.6856,2413,38.65,3.3826
移,4845,103.43,3.6853,2333,37.37,3.3679
编,4831,103.14,3.684,2028,32.48,3.3071
温,4828,103.07,3.6838,2263,36.25,3.3547
刺,4820,102.9,3.683,2472,39.6,3.393
毫,4785,102.15,3.6799,2677,42.88,3.4276
右,4783,102.11,3.6797,2333,37.37,3.3679
野,4775,101.94,3.679,2186,35.02,3.3397
哭,4774,101.92,3.6789,2152,34.47,3.3328
遍,4770,101.83,3.6785,2804,44.91,3.4478
库,4752,101.45,3.6769,1740,27.87,3.2405
搭,4736,101.11,3.6754,2269,36.34,3.3558
康,4721,100.79,3.674,2010,32.2,3.3032
症,4689,100.1,3.6711,1895,30.35,3.2776
荣,4688,100.08,3.671,2245,35.96,3.3512
充,4670,99.7,3.6693,2722,43.6,3.4349
创,4667,99.63,3.669,2384,38.19,3.3773
尝,4665,99.59,3.6689,2254,36.1,3.353
列,4646,99.19,3.6671,2129,34.1,3.3282
毕,4624,98.72,3.665,2174,34.82,3.3373
般,4611,98.44,3.6638,2632,42.16,3.4203
聚,4585,97.88,3.6613,2261,36.22,3.3543
劳,4575,97.67,3.6604,2048,32.8,3.3113
攻,4562,97.39,3.6592,1811,29.01,3.2579
忍,4557,97.29,3.6587,2538,40.65,3.4045
势,4547,97.07,3.6577,2247,35.99,3.3516
尊,4525,96.6,3.6556,2364,37.87,3.3736
吻,4521,96.52,3.6552,1940,31.07,3.2878
汤,4519,96.48,3.655,1177,18.85,3.0708
优,4514,96.37,3.6546,2293,36.73,3.3604
境,4514,96.37,3.6546,2534,40.59,3.4038
蒙,4498,96.03,3.653,1522,24.38,3.1824
偶,4495,95.96,3.6527,1647,26.38,3.2167
熟,4472,95.47,3.6505,2741,43.91,3.4379
营,4472,95.47,3.6505,1997,31.99,3.3004
苏,4462,95.26,3.6495,1471,23.56,3.1676
