"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
殄,4,0.09,0.6021,4,0.06,0.6021
鳌,4,0.09,0.6021,4,0.06,0.6021
蝰,4,0.09,0.6021,4,0.06,0.6021
確,4,0.09,0.6021,1,0.02,0
歃,4,0.09,0.6021,4,0.06,0.6021
罵,4,0.09,0.6021,1,0.02,0
祇,4,0.09,0.6021,4,0.06,0.6021
愎,4,0.09,0.6021,4,0.06,0.6021
鲇,4,0.09,0.6021,3,0.05,0.4771
髈,4,0.09,0.6021,1,0.02,0
镬,4,0.09,0.6021,3,0.05,0.4771
幄,4,0.09,0.6021,3,0.05,0.4771
龃,4,0.09,0.6021,4,0.06,0.6021
镴,4,0.09,0.6021,2,0.03,0.301
茕,4,0.09,0.6021,2,0.03,0.301
遴,4,0.09,0.6021,3,0.05,0.4771
忪,4,0.09,0.6021,4,0.06,0.6021
斃,4,0.09,0.6021,1,0.02,0
馐,4,0.09,0.6021,3,0.05,0.4771
驽,4,0.09,0.6021,1,0.02,0
苫,4,0.09,0.6021,1,0.02,0
饽,4,0.09,0.6021,2,0.03,0.301
醌,4,0.09,0.6021,1,0.02,0
姪,4,0.09,0.6021,3,0.05,0.4771
彤,4,0.09,0.6021,3,0.05,0.4771
鸸,4,0.09,0.6021,4,0.06,0.6021
楂,4,0.09,0.6021,4,0.06,0.6021
樫,4,0.09,0.6021,2,0.03,0.301
禹,4,0.09,0.6021,2,0.03,0.301
殚,4,0.09,0.6021,4,0.06,0.6021
藜,4,0.09,0.6021,4,0.06,0.6021
萸,4,0.09,0.6021,2,0.03,0.301
俪,4,0.09,0.6021,4,0.06,0.6021
翟,4,0.09,0.6021,2,0.03,0.301
汩,4,0.09,0.6021,2,0.03,0.301
鬆,4,0.09,0.6021,1,0.02,0
瘘,4,0.09,0.6021,3,0.05,0.4771
門,4,0.09,0.6021,3,0.05,0.4771
绛,4,0.09,0.6021,4,0.06,0.6021
谒,4,0.09,0.6021,3,0.05,0.4771
噁,4,0.09,0.6021,2,0.03,0.301
擾,4,0.09,0.6021,1,0.02,0
荪,4,0.09,0.6021,2,0.03,0.301
髯,4,0.09,0.6021,2,0.03,0.301
燈,4,0.09,0.6021,1,0.02,0
绀,4,0.09,0.6021,4,0.06,0.6021
豢,4,0.09,0.6021,4,0.06,0.6021
喹,4,0.09,0.6021,4,0.06,0.6021
轟,4,0.09,0.6021,2,0.03,0.301
義,4,0.09,0.6021,3,0.05,0.4771
骻,4,0.09,0.6021,2,0.03,0.301
宦,4,0.09,0.6021,3,0.05,0.4771
旖,4,0.09,0.6021,4,0.06,0.6021
郸,4,0.09,0.6021,4,0.06,0.6021
黒,4,0.09,0.6021,4,0.06,0.6021
涝,4,0.09,0.6021,3,0.05,0.4771
粼,4,0.09,0.6021,2,0.03,0.301
貘,4,0.09,0.6021,1,0.02,0
钨,4,0.09,0.6021,4,0.06,0.6021
蟊,4,0.09,0.6021,4,0.06,0.6021
骍,4,0.09,0.6021,1,0.02,0
槭,4,0.09,0.6021,3,0.05,0.4771
蔵,4,0.09,0.6021,1,0.02,0
鈦,4,0.09,0.6021,1,0.02,0
讫,4,0.09,0.6021,4,0.06,0.6021
腈,4,0.09,0.6021,3,0.05,0.4771
汨,4,0.09,0.6021,2,0.03,0.301
舢,4,0.09,0.6021,4,0.06,0.6021
膠,4,0.09,0.6021,1,0.02,0
龉,4,0.09,0.6021,4,0.06,0.6021
菡,4,0.09,0.6021,1,0.02,0
霖,4,0.09,0.6021,4,0.06,0.6021
邯,4,0.09,0.6021,4,0.06,0.6021
囟,4,0.09,0.6021,3,0.05,0.4771
椌,4,0.09,0.6021,1,0.02,0
幂,4,0.09,0.6021,1,0.02,0
側,4,0.09,0.6021,2,0.03,0.301
樣,4,0.09,0.6021,4,0.06,0.6021
搧,4,0.09,0.6021,4,0.06,0.6021
寮,4,0.09,0.6021,4,0.06,0.6021
鎳,4,0.09,0.6021,1,0.02,0
逵,4,0.09,0.6021,1,0.02,0
辊,3,0.06,0.4771,3,0.05,0.4771
茗,3,0.06,0.4771,3,0.05,0.4771
誰,3,0.06,0.4771,3,0.05,0.4771
铋,3,0.06,0.4771,3,0.05,0.4771
呋,3,0.06,0.4771,3,0.05,0.4771
搖,3,0.06,0.4771,1,0.02,0
圡,3,0.06,0.4771,1,0.02,0
長,3,0.06,0.4771,3,0.05,0.4771
鏽,3,0.06,0.4771,1,0.02,0
绥,3,0.06,0.4771,3,0.05,0.4771
葉,3,0.06,0.4771,1,0.02,0
锔,3,0.06,0.4771,2,0.03,0.301
鲥,3,0.06,0.4771,1,0.02,0
鈔,3,0.06,0.4771,1,0.02,0
霧,3,0.06,0.4771,3,0.05,0.4771
籌,3,0.06,0.4771,2,0.03,0.301
笹,3,0.06,0.4771,3,0.05,0.4771
鳢,3,0.06,0.4771,1,0.02,0
晌,3,0.06,0.4771,3,0.05,0.4771
蠔,3,0.06,0.4771,3,0.05,0.4771
缱,3,0.06,0.4771,3,0.05,0.4771
稞,3,0.06,0.4771,3,0.05,0.4771
孖,3,0.06,0.4771,1,0.02,0
靳,3,0.06,0.4771,2,0.03,0.301
咛,3,0.06,0.4771,3,0.05,0.4771
蓦,3,0.06,0.4771,3,0.05,0.4771
宮,3,0.06,0.4771,3,0.05,0.4771
喲,3,0.06,0.4771,2,0.03,0.301
廁,3,0.06,0.4771,2,0.03,0.301
郵,3,0.06,0.4771,2,0.03,0.301
邊,3,0.06,0.4771,1,0.02,0
蟄,3,0.06,0.4771,1,0.02,0
虬,3,0.06,0.4771,2,0.03,0.301
诟,3,0.06,0.4771,3,0.05,0.4771
噶,3,0.06,0.4771,2,0.03,0.301
墠,3,0.06,0.4771,1,0.02,0
踯,3,0.06,0.4771,3,0.05,0.4771
間,3,0.06,0.4771,1,0.02,0
祢,3,0.06,0.4771,3,0.05,0.4771
掛,3,0.06,0.4771,3,0.05,0.4771
榮,3,0.06,0.4771,3,0.05,0.4771
蛲,3,0.06,0.4771,1,0.02,0
狨,3,0.06,0.4771,2,0.03,0.301
貓,3,0.06,0.4771,1,0.02,0
睚,3,0.06,0.4771,3,0.05,0.4771
顆,3,0.06,0.4771,1,0.02,0
畚,3,0.06,0.4771,3,0.05,0.4771
姝,3,0.06,0.4771,3,0.05,0.4771
翳,3,0.06,0.4771,2,0.03,0.301
撺,3,0.06,0.4771,3,0.05,0.4771
埂,3,0.06,0.4771,2,0.03,0.301
諾,3,0.06,0.4771,2,0.03,0.301
膦,3,0.06,0.4771,2,0.03,0.301
甴,3,0.06,0.4771,1,0.02,0
杓,3,0.06,0.4771,2,0.03,0.301
奮,3,0.06,0.4771,1,0.02,0
礙,3,0.06,0.4771,1,0.02,0
殺,3,0.06,0.4771,2,0.03,0.301
泠,3,0.06,0.4771,2,0.03,0.301
橹,3,0.06,0.4771,3,0.05,0.4771
訝,3,0.06,0.4771,3,0.05,0.4771
菫,3,0.06,0.4771,1,0.02,0
嫦,3,0.06,0.4771,3,0.05,0.4771
藁,3,0.06,0.4771,2,0.03,0.301
訊,3,0.06,0.4771,1,0.02,0
華,3,0.06,0.4771,3,0.05,0.4771
颔,3,0.06,0.4771,3,0.05,0.4771
啷,3,0.06,0.4771,1,0.02,0
榖,3,0.06,0.4771,3,0.05,0.4771
悱,3,0.06,0.4771,3,0.05,0.4771
啨,3,0.06,0.4771,1,0.02,0
舝,3,0.06,0.4771,1,0.02,0
蛳,3,0.06,0.4771,1,0.02,0
換,3,0.06,0.4771,1,0.02,0
肟,3,0.06,0.4771,3,0.05,0.4771
鹋,3,0.06,0.4771,3,0.05,0.4771
赭,3,0.06,0.4771,3,0.05,0.4771
痧,3,0.06,0.4771,3,0.05,0.4771
浬,3,0.06,0.4771,2,0.03,0.301
譽,3,0.06,0.4771,2,0.03,0.301
愠,3,0.06,0.4771,3,0.05,0.4771
赓,3,0.06,0.4771,1,0.02,0
蚶,3,0.06,0.4771,1,0.02,0
溏,3,0.06,0.4771,3,0.05,0.4771
嬗,3,0.06,0.4771,2,0.03,0.301
紅,3,0.06,0.4771,2,0.03,0.301
鲀,3,0.06,0.4771,1,0.02,0
蓑,3,0.06,0.4771,2,0.03,0.301
戕,3,0.06,0.4771,3,0.05,0.4771
鮮,3,0.06,0.4771,3,0.05,0.4771
償,3,0.06,0.4771,2,0.03,0.301
螅,3,0.06,0.4771,3,0.05,0.4771
戗,3,0.06,0.4771,3,0.05,0.4771
車,3,0.06,0.4771,2,0.03,0.301
迴,3,0.06,0.4771,3,0.05,0.4771
蝮,3,0.06,0.4771,2,0.03,0.301
伉,3,0.06,0.4771,3,0.05,0.4771
鹾,3,0.06,0.4771,2,0.03,0.301
慘,3,0.06,0.4771,2,0.03,0.301
癍,3,0.06,0.4771,3,0.05,0.4771
怄,3,0.06,0.4771,3,0.05,0.4771
挲,3,0.06,0.4771,3,0.05,0.4771
仄,3,0.06,0.4771,3,0.05,0.4771
鋼,3,0.06,0.4771,1,0.02,0
躅,3,0.06,0.4771,3,0.05,0.4771
蕈,3,0.06,0.4771,3,0.05,0.4771
鋒,3,0.06,0.4771,1,0.02,0
縣,3,0.06,0.4771,2,0.03,0.301
橫,3,0.06,0.4771,2,0.03,0.301
鳥,3,0.06,0.4771,1,0.02,0
矽,3,0.06,0.4771,3,0.05,0.4771
痦,3,0.06,0.4771,3,0.05,0.4771
挈,3,0.06,0.4771,3,0.05,0.4771
纡,3,0.06,0.4771,3,0.05,0.4771
楯,3,0.06,0.4771,1,0.02,0
箝,3,0.06,0.4771,3,0.05,0.4771
骜,3,0.06,0.4771,3,0.05,0.4771
撸,3,0.06,0.4771,3,0.05,0.4771
鳴,3,0.06,0.4771,1,0.02,0
砲,3,0.06,0.4771,2,0.03,0.301
霭,3,0.06,0.4771,3,0.05,0.4771
搶,3,0.06,0.4771,1,0.02,0
魟,3,0.06,0.4771,3,0.05,0.4771
镗,3,0.06,0.4771,3,0.05,0.4771
稗,3,0.06,0.4771,1,0.02,0
跎,3,0.06,0.4771,3,0.05,0.4771
炆,3,0.06,0.4771,3,0.05,0.4771
栌,3,0.06,0.4771,1,0.02,0
敕,3,0.06,0.4771,2,0.03,0.301
鮫,3,0.06,0.4771,1,0.02,0
鏊,3,0.06,0.4771,1,0.02,0
镛,3,0.06,0.4771,2,0.03,0.301
觥,3,0.06,0.4771,3,0.05,0.4771
詣,3,0.06,0.4771,1,0.02,0
郴,3,0.06,0.4771,1,0.02,0
債,3,0.06,0.4771,1,0.02,0
厶,2,0.04,0.301,1,0.02,0
葯,2,0.04,0.301,2,0.03,0.301
桲,2,0.04,0.301,1,0.02,0
灣,2,0.04,0.301,1,0.02,0
瘢,2,0.04,0.301,2,0.03,0.301
腘,2,0.04,0.301,2,0.03,0.301
滝,2,0.04,0.301,2,0.03,0.301
湲,2,0.04,0.301,1,0.02,0
莙,2,0.04,0.301,1,0.02,0
窨,2,0.04,0.301,2,0.03,0.301
擬,2,0.04,0.301,2,0.03,0.301
鑷,2,0.04,0.301,1,0.02,0
敗,2,0.04,0.301,1,0.02,0
瞿,2,0.04,0.301,2,0.03,0.301
帥,2,0.04,0.301,1,0.02,0
檫,2,0.04,0.301,2,0.03,0.301
舛,2,0.04,0.301,2,0.03,0.301
翎,2,0.04,0.301,1,0.02,0
獐,2,0.04,0.301,1,0.02,0
棂,2,0.04,0.301,2,0.03,0.301
缢,2,0.04,0.301,2,0.03,0.301
嬥,2,0.04,0.301,1,0.02,0
砹,2,0.04,0.301,2,0.03,0.301
譯,2,0.04,0.301,1,0.02,0
榅,2,0.04,0.301,1,0.02,0
嚐,2,0.04,0.301,2,0.03,0.301
抷,2,0.04,0.301,1,0.02,0
賓,2,0.04,0.301,2,0.03,0.301
嚄,2,0.04,0.301,1,0.02,0
惡,2,0.04,0.301,2,0.03,0.301
邬,2,0.04,0.301,2,0.03,0.301
镅,2,0.04,0.301,2,0.03,0.301
桧,2,0.04,0.301,1,0.02,0
殻,2,0.04,0.301,1,0.02,0
勁,2,0.04,0.301,1,0.02,0
嘙,2,0.04,0.301,1,0.02,0
蜣,2,0.04,0.301,2,0.03,0.301
蓋,2,0.04,0.301,1,0.02,0
呖,2,0.04,0.301,1,0.02,0
緝,2,0.04,0.301,1,0.02,0
褔,2,0.04,0.301,2,0.03,0.301
悻,2,0.04,0.301,1,0.02,0
嗉,2,0.04,0.301,1,0.02,0
伥,2,0.04,0.301,2,0.03,0.301
澤,2,0.04,0.301,2,0.03,0.301
辎,2,0.04,0.301,2,0.03,0.301
巯,2,0.04,0.301,2,0.03,0.301
裢,2,0.04,0.301,2,0.03,0.301
岀,2,0.04,0.301,1,0.02,0
酉,2,0.04,0.301,2,0.03,0.301
钆,2,0.04,0.301,1,0.02,0
锛,2,0.04,0.301,2,0.03,0.301
鈈,2,0.04,0.301,2,0.03,0.301
鉉,2,0.04,0.301,2,0.03,0.301
個,2,0.04,0.301,2,0.03,0.301
尓,2,0.04,0.301,2,0.03,0.301
擘,2,0.04,0.301,2,0.03,0.301
鴨,2,0.04,0.301,1,0.02,0
編,2,0.04,0.301,2,0.03,0.301
蓮,2,0.04,0.301,2,0.03,0.301
胗,2,0.04,0.301,2,0.03,0.301
顼,2,0.04,0.301,1,0.02,0
奧,2,0.04,0.301,2,0.03,0.301
瓠,2,0.04,0.301,1,0.02,0
怙,2,0.04,0.301,2,0.03,0.301
邏,2,0.04,0.301,1,0.02,0
绻,2,0.04,0.301,2,0.03,0.301
脅,2,0.04,0.301,1,0.02,0
関,2,0.04,0.301,1,0.02,0
鸻,2,0.04,0.301,1,0.02,0
囡,2,0.04,0.301,2,0.03,0.301
槁,2,0.04,0.301,2,0.03,0.301
聰,2,0.04,0.301,1,0.02,0
汃,2,0.04,0.301,1,0.02,0
餠,2,0.04,0.301,1,0.02,0
锨,2,0.04,0.301,2,0.03,0.301
逑,2,0.04,0.301,1,0.02,0
嚨,2,0.04,0.301,2,0.03,0.301
敵,2,0.04,0.301,1,0.02,0
戆,2,0.04,0.301,1,0.02,0
峥,2,0.04,0.301,2,0.03,0.301
锿,2,0.04,0.301,2,0.03,0.301
唦,2,0.04,0.301,1,0.02,0
掟,2,0.04,0.301,1,0.02,0
菟,2,0.04,0.301,1,0.02,0
颏,2,0.04,0.301,2,0.03,0.301
岷,2,0.04,0.301,2,0.03,0.301
莞,2,0.04,0.301,2,0.03,0.301
跗,2,0.04,0.301,2,0.03,0.301
扞,2,0.04,0.301,1,0.02,0
濫,2,0.04,0.301,2,0.03,0.301
吽,2,0.04,0.301,2,0.03,0.301
碛,2,0.04,0.301,1,0.02,0
楦,2,0.04,0.301,2,0.03,0.301
洩,2,0.04,0.301,2,0.03,0.301
憶,2,0.04,0.301,1,0.02,0
晏,2,0.04,0.301,2,0.03,0.301
瀬,2,0.04,0.301,2,0.03,0.301
铄,2,0.04,0.301,2,0.03,0.301
喯,2,0.04,0.301,1,0.02,0
涔,2,0.04,0.301,1,0.02,0
揠,2,0.04,0.301,2,0.03,0.301
靂,2,0.04,0.301,1,0.02,0
喫,2,0.04,0.301,2,0.03,0.301
細,2,0.04,0.301,1,0.02,0
瑭,2,0.04,0.301,2,0.03,0.301
絃,2,0.04,0.301,1,0.02,0
扽,2,0.04,0.301,2,0.03,0.301
铟,2,0.04,0.301,2,0.03,0.301
剛,2,0.04,0.301,1,0.02,0
籚,2,0.04,0.301,1,0.02,0
扦,2,0.04,0.301,2,0.03,0.301
饬,2,0.04,0.301,2,0.03,0.301
阜,2,0.04,0.301,2,0.03,0.301
筚,2,0.04,0.301,2,0.03,0.301
嗆,2,0.04,0.301,1,0.02,0
庫,2,0.04,0.301,1,0.02,0
磯,2,0.04,0.301,1,0.02,0
妯,2,0.04,0.301,2,0.03,0.301
袛,2,0.04,0.301,2,0.03,0.301
薮,2,0.04,0.301,2,0.03,0.301
踊,2,0.04,0.301,2,0.03,0.301
聖,2,0.04,0.301,1,0.02,0
汴,2,0.04,0.301,1,0.02,0
癸,2,0.04,0.301,2,0.03,0.301
黨,2,0.04,0.301,1,0.02,0
鸩,2,0.04,0.301,2,0.03,0.301
仞,2,0.04,0.301,2,0.03,0.301
歊,2,0.04,0.301,1,0.02,0
乜,2,0.04,0.301,2,0.03,0.301
袈,2,0.04,0.301,2,0.03,0.301
贰,2,0.04,0.301,2,0.03,0.301
吶,2,0.04,0.301,1,0.02,0
時,2,0.04,0.301,2,0.03,0.301
煸,2,0.04,0.301,2,0.03,0.301
腚,2,0.04,0.301,2,0.03,0.301
诳,2,0.04,0.301,1,0.02,0
娌,2,0.04,0.301,2,0.03,0.301
殭,2,0.04,0.301,2,0.03,0.301
蒟,2,0.04,0.301,1,0.02,0
枞,2,0.04,0.301,2,0.03,0.301
懲,2,0.04,0.301,1,0.02,0
讀,2,0.04,0.301,1,0.02,0
甑,2,0.04,0.301,1,0.02,0
铑,2,0.04,0.301,2,0.03,0.301
袮,2,0.04,0.301,1,0.02,0
顏,2,0.04,0.301,1,0.02,0
堺,2,0.04,0.301,1,0.02,0
凖,2,0.04,0.301,1,0.02,0
辔,2,0.04,0.301,1,0.02,0
砜,2,0.04,0.301,2,0.03,0.301
镚,2,0.04,0.301,1,0.02,0
輩,2,0.04,0.301,1,0.02,0
濾,2,0.04,0.301,1,0.02,0
缳,2,0.04,0.301,2,0.03,0.301
荏,2,0.04,0.301,2,0.03,0.301
噫,2,0.04,0.301,2,0.03,0.301
蓍,2,0.04,0.301,1,0.02,0
晡,2,0.04,0.301,1,0.02,0
孳,2,0.04,0.301,2,0.03,0.301
铳,2,0.04,0.301,1,0.02,0
辺,2,0.04,0.301,2,0.03,0.301
嵘,2,0.04,0.301,2,0.03,0.301
鲮,2,0.04,0.301,2,0.03,0.301
蒔,2,0.04,0.301,1,0.02,0
瘳,2,0.04,0.301,2,0.03,0.301
谥,2,0.04,0.301,1,0.02,0
賠,2,0.04,0.301,1,0.02,0
埇,2,0.04,0.301,2,0.03,0.301
獴,2,0.04,0.301,2,0.03,0.301
诤,2,0.04,0.301,1,0.02,0
嶂,2,0.04,0.301,2,0.03,0.301
冊,2,0.04,0.301,1,0.02,0
捩,2,0.04,0.301,2,0.03,0.301
揾,2,0.04,0.301,1,0.02,0
討,2,0.04,0.301,1,0.02,0
銷,2,0.04,0.301,2,0.03,0.301
逋,2,0.04,0.301,2,0.03,0.301
蹟,2,0.04,0.301,2,0.03,0.301
茖,2,0.04,0.301,1,0.02,0
淵,2,0.04,0.301,1,0.02,0
鐏,2,0.04,0.301,1,0.02,0
揖,2,0.04,0.301,2,0.03,0.301
巔,2,0.04,0.301,1,0.02,0
瘌,2,0.04,0.301,2,0.03,0.301
茚,2,0.04,0.301,2,0.03,0.301
呡,2,0.04,0.301,2,0.03,0.301
阋,2,0.04,0.301,2,0.03,0.301
榊,2,0.04,0.301,1,0.02,0
祕,2,0.04,0.301,2,0.03,0.301
窩,2,0.04,0.301,2,0.03,0.301
遺,2,0.04,0.301,1,0.02,0
樗,2,0.04,0.301,1,0.02,0
湯,2,0.04,0.301,1,0.02,0
袁,2,0.04,0.301,2,0.03,0.301
蠖,2,0.04,0.301,2,0.03,0.301
酐,2,0.04,0.301,2,0.03,0.301
們,2,0.04,0.301,1,0.02,0
題,2,0.04,0.301,2,0.03,0.301
翹,2,0.04,0.301,2,0.03,0.301
喪,2,0.04,0.301,1,0.02,0
蝈,2,0.04,0.301,1,0.02,0
脇,2,0.04,0.301,1,0.02,0
龍,2,0.04,0.301,2,0.03,0.301
贖,2,0.04,0.301,1,0.02,0
倨,2,0.04,0.301,2,0.03,0.301
鲠,2,0.04,0.301,2,0.03,0.301
淖,2,0.04,0.301,1,0.02,0
暝,2,0.04,0.301,2,0.03,0.301
煨,2,0.04,0.301,2,0.03,0.301
坼,2,0.04,0.301,1,0.02,0
萱,2,0.04,0.301,1,0.02,0
唻,2,0.04,0.301,2,0.03,0.301
罷,2,0.04,0.301,1,0.02,0
櫃,2,0.04,0.301,2,0.03,0.301
戌,2,0.04,0.301,2,0.03,0.301
厭,2,0.04,0.301,1,0.02,0
泓,2,0.04,0.301,2,0.03,0.301
蟥,2,0.04,0.301,2,0.03,0.301
毽,2,0.04,0.301,2,0.03,0.301
挌,2,0.04,0.301,1,0.02,0
慠,2,0.04,0.301,2,0.03,0.301
贓,2,0.04,0.301,1,0.02,0
採,2,0.04,0.301,1,0.02,0
喚,2,0.04,0.301,2,0.03,0.301
汕,2,0.04,0.301,1,0.02,0
噙,2,0.04,0.301,2,0.03,0.301
彝,2,0.04,0.301,1,0.02,0
韬,2,0.04,0.301,2,0.03,0.301
劃,2,0.04,0.301,1,0.02,0
銘,2,0.04,0.301,2,0.03,0.301
煅,2,0.04,0.301,2,0.03,0.301
購,2,0.04,0.301,2,0.03,0.301
辻,2,0.04,0.301,1,0.02,0
賒,2,0.04,0.301,1,0.02,0
噴,2,0.04,0.301,1,0.02,0
瀛,2,0.04,0.301,2,0.03,0.301
皴,2,0.04,0.301,2,0.03,0.301
唳,2,0.04,0.301,2,0.03,0.301
鲯,2,0.04,0.301,2,0.03,0.301
蒿,2,0.04,0.301,2,0.03,0.301
約,2,0.04,0.301,2,0.03,0.301
鲫,2,0.04,0.301,2,0.03,0.301
蒻,2,0.04,0.301,1,0.02,0
癜,2,0.04,0.301,2,0.03,0.301
崁,2,0.04,0.301,2,0.03,0.301
锱,2,0.04,0.301,2,0.03,0.301
潍,2,0.04,0.301,1,0.02,0
锇,2,0.04,0.301,2,0.03,0.301
眛,2,0.04,0.301,1,0.02,0
夯,2,0.04,0.301,1,0.02,0
薙,1,0.02,0,1,0.02,0
猢,1,0.02,0,1,0.02,0
硐,1,0.02,0,1,0.02,0
踟,1,0.02,0,1,0.02,0
棰,1,0.02,0,1,0.02,0
鬧,1,0.02,0,1,0.02,0
賞,1,0.02,0,1,0.02,0
蜮,1,0.02,0,1,0.02,0
蛃,1,0.02,0,1,0.02,0
蟃,1,0.02,0,1,0.02,0
镤,1,0.02,0,1,0.02,0
婦,1,0.02,0,1,0.02,0
甏,1,0.02,0,1,0.02,0
苖,1,0.02,0,1,0.02,0
轳,1,0.02,0,1,0.02,0
潲,1,0.02,0,1,0.02,0
祾,1,0.02,0,1,0.02,0
麼,1,0.02,0,1,0.02,0
彽,1,0.02,0,1,0.02,0
囍,1,0.02,0,1,0.02,0
暫,1,0.02,0,1,0.02,0
蠟,1,0.02,0,1,0.02,0
旂,1,0.02,0,1,0.02,0
槊,1,0.02,0,1,0.02,0
齑,1,0.02,0,1,0.02,0
魨,1,0.02,0,1,0.02,0
趙,1,0.02,0,1,0.02,0
茲,1,0.02,0,1,0.02,0
锾,1,0.02,0,1,0.02,0
淙,1,0.02,0,1,0.02,0
佚,1,0.02,0,1,0.02,0
蚴,1,0.02,0,1,0.02,0
韪,1,0.02,0,1,0.02,0
糸,1,0.02,0,1,0.02,0
榫,1,0.02,0,1,0.02,0
镨,1,0.02,0,1,0.02,0
陕,1,0.02,0,1,0.02,0
殁,1,0.02,0,1,0.02,0
禍,1,0.02,0,1,0.02,0
脲,1,0.02,0,1,0.02,0
窠,1,0.02,0,1,0.02,0
揆,1,0.02,0,1,0.02,0
冧,1,0.02,0,1,0.02,0
莰,1,0.02,0,1,0.02,0
薴,1,0.02,0,1,0.02,0
栃,1,0.02,0,1,0.02,0
莊,1,0.02,0,1,0.02,0
罌,1,0.02,0,1,0.02,0
躂,1,0.02,0,1,0.02,0
笏,1,0.02,0,1,0.02,0
榘,1,0.02,0,1,0.02,0
秸,1,0.02,0,1,0.02,0
閒,1,0.02,0,1,0.02,0
柆,1,0.02,0,1,0.02,0
廠,1,0.02,0,1,0.02,0
吒,1,0.02,0,1,0.02,0
鸶,1,0.02,0,1,0.02,0
钒,1,0.02,0,1,0.02,0
艉,1,0.02,0,1,0.02,0
筣,1,0.02,0,1,0.02,0
淬,1,0.02,0,1,0.02,0
鰈,1,0.02,0,1,0.02,0
挢,1,0.02,0,1,0.02,0
佪,1,0.02,0,1,0.02,0
筲,1,0.02,0,1,0.02,0
麴,1,0.02,0,1,0.02,0
翊,1,0.02,0,1,0.02,0
彵,1,0.02,0,1,0.02,0
骝,1,0.02,0,1,0.02,0
噚,1,0.02,0,1,0.02,0
凫,1,0.02,0,1,0.02,0
倬,1,0.02,0,1,0.02,0
苋,1,0.02,0,1,0.02,0
緊,1,0.02,0,1,0.02,0
縞,1,0.02,0,1,0.02,0
憷,1,0.02,0,1,0.02,0
歐,1,0.02,0,1,0.02,0
癮,1,0.02,0,1,0.02,0
製,1,0.02,0,1,0.02,0
鶴,1,0.02,0,1,0.02,0
質,1,0.02,0,1,0.02,0
叅,1,0.02,0,1,0.02,0
搋,1,0.02,0,1,0.02,0
偃,1,0.02,0,1,0.02,0
鑫,1,0.02,0,1,0.02,0
圬,1,0.02,0,1,0.02,0
鲆,1,0.02,0,1,0.02,0
骊,1,0.02,0,1,0.02,0
懸,1,0.02,0,1,0.02,0
鳇,1,0.02,0,1,0.02,0
啭,1,0.02,0,1,0.02,0
衿,1,0.02,0,1,0.02,0
渦,1,0.02,0,1,0.02,0
鵜,1,0.02,0,1,0.02,0
氽,1,0.02,0,1,0.02,0
貸,1,0.02,0,1,0.02,0
孭,1,0.02,0,1,0.02,0
鲙,1,0.02,0,1,0.02,0
疳,1,0.02,0,1,0.02,0
姫,1,0.02,0,1,0.02,0
氹,1,0.02,0,1,0.02,0
阈,1,0.02,0,1,0.02,0
増,1,0.02,0,1,0.02,0
撿,1,0.02,0,1,0.02,0
黃,1,0.02,0,1,0.02,0
遜,1,0.02,0,1,0.02,0
沤,1,0.02,0,1,0.02,0
恧,1,0.02,0,1,0.02,0
陳,1,0.02,0,1,0.02,0
蚩,1,0.02,0,1,0.02,0
钊,1,0.02,0,1,0.02,0
砭,1,0.02,0,1,0.02,0
馬,1,0.02,0,1,0.02,0
兇,1,0.02,0,1,0.02,0
瓊,1,0.02,0,1,0.02,0
餮,1,0.02,0,1,0.02,0
闱,1,0.02,0,1,0.02,0
钰,1,0.02,0,1,0.02,0
柒,1,0.02,0,1,0.02,0
晧,1,0.02,0,1,0.02,0
茔,1,0.02,0,1,0.02,0
谶,1,0.02,0,1,0.02,0
崂,1,0.02,0,1,0.02,0
犳,1,0.02,0,1,0.02,0
沷,1,0.02,0,1,0.02,0
暻,1,0.02,0,1,0.02,0
裏,1,0.02,0,1,0.02,0
篙,1,0.02,0,1,0.02,0
痝,1,0.02,0,1,0.02,0
糬,1,0.02,0,1,0.02,0
壅,1,0.02,0,1,0.02,0
闇,1,0.02,0,1,0.02,0
賢,1,0.02,0,1,0.02,0
镎,1,0.02,0,1,0.02,0
铣,1,0.02,0,1,0.02,0
斮,1,0.02,0,1,0.02,0
鈍,1,0.02,0,1,0.02,0
難,1,0.02,0,1,0.02,0
鴕,1,0.02,0,1,0.02,0
醢,1,0.02,0,1,0.02,0
咤,1,0.02,0,1,0.02,0
镥,1,0.02,0,1,0.02,0
绨,1,0.02,0,1,0.02,0
錠,1,0.02,0,1,0.02,0
佈,1,0.02,0,1,0.02,0
嘹,1,0.02,0,1,0.02,0
柘,1,0.02,0,1,0.02,0
埸,1,0.02,0,1,0.02,0
權,1,0.02,0,1,0.02,0
矍,1,0.02,0,1,0.02,0
蛗,1,0.02,0,1,0.02,0
黧,1,0.02,0,1,0.02,0
啶,1,0.02,0,1,0.02,0
選,1,0.02,0,1,0.02,0
鹼,1,0.02,0,1,0.02,0
體,1,0.02,0,1,0.02,0
鍥,1,0.02,0,1,0.02,0
辇,1,0.02,0,1,0.02,0
員,1,0.02,0,1,0.02,0
呶,1,0.02,0,1,0.02,0
萁,1,0.02,0,1,0.02,0
芚,1,0.02,0,1,0.02,0
